state,state_po,county_name,fips,totalvotes2020,democrat2020,republican2020,twoparty2020,gop_pct2020,dem_pct2020,totalvotes2016,democrat2016,republican2016,twoparty2016,gop_pct2016,dem_pct2016,pct_change_gop,pct_change_dem
GEORGIA,GA,PIKE,13231,10720,1505,9127,10632,85.8446200150489,14.155379984951091,8725,1240,7278,8518,85.44259215778352,14.557407842216483,0.4705239472638789,-2.7616720066021005
GEORGIA,GA,POLK,13233,17399,3658,13589,17247,78.7905142923407,21.209485707659304,14215,2867,11014,13881,79.34586845328147,20.654131546718535,-0.6999156626129266,2.688828429724044
GEORGIA,GA,PULASKI,13235,4059,1217,2805,4022,69.74142217802088,30.258577821979117,3605,1104,2437,3541,68.82236656311777,31.177633436882235,1.3354025163610617,-2.9478042865687892
GEORGIA,GA,PUTNAM,13237,11855,3448,8291,11739,70.62782179061249,29.372178209387513,9488,2758,6544,9302,70.35046226617932,29.649537733820683,0.39425401837978047,-0.9354598608692366
GEORGIA,GA,QUITMAN,13239,1106,497,604,1101,54.85921889191644,45.14078110808356,1044,461,575,1036,55.5019305019305,44.4980694980695,-1.1579986573470702,1.4443584120923392
GEORGIA,GA,RABUN,13241,9568,1984,7474,9458,79.02304927045887,20.97695072954113,7992,1444,6287,7731,81.32195058853965,18.678049411460353,-2.8269136456310684,12.308037458505883
GEORGIA,GA,RANDOLPH,13243,3074,1671,1391,3062,45.42782495101241,54.57217504898759,2899,1598,1271,2869,44.30115022655978,55.69884977344022,2.5432177690437596,-2.0227971116737242
GEORGIA,GA,RICHMOND,13245,87016,59124,26781,85905,31.175135323904314,68.82486467609569,75515,48814,24461,73275,33.382463323097916,66.61753667690208,-6.61223822169622,3.313433833345192
GEORGIA,GA,ROCKDALE,13247,44686,31244,13012,44256,29.40166305133767,70.59833694866232,37869,23255,13478,36733,36.691803010916615,63.308196989083385,-19.86857925027551,11.515317614930677
GEORGIA,GA,SCHLEY,13249,2275,462,1800,2262,79.57559681697613,20.424403183023873,1909,401,1472,1873,78.59049652963161,21.409503470368392,1.2534598085572668,-4.6012290229333725
GEORGIA,GA,SCREVEN,13251,6628,2661,3916,6577,59.54082408392884,40.45917591607116,5715,2300,3305,5605,58.96520963425513,41.03479036574487,0.9761933405207701,-1.4027473871396245
GEORGIA,GA,SEMINOLE,13253,3884,1254,2611,3865,67.55498059508409,32.44501940491591,3588,1189,2345,3534,66.35540464063384,33.64459535936616,1.8078044447877195,-3.5654343339168837
GEORGIA,GA,SPALDING,13255,30116,11784,18057,29841,60.510706745752486,39.489293254247514,25704,9357,15646,25003,62.576490821101466,37.423509178898534,-3.301214319056023,5.520017017842305
GEORGIA,GA,STEPHENS,13257,11885,2385,9368,11753,79.70730877222837,20.292691227771634,9815,1837,7686,9523,80.70986033812873,19.290139661871258,-1.242167390329063,5.197222951589153
GEORGIA,GA,STEWART,13259,1990,1182,801,1983,40.39334341906203,59.60665658093797,2058,1222,805,2027,39.713862851504686,60.286137148495314,1.7109405098617803,-1.1270925617338223
GEORGIA,GA,SUMTER,13261,12150,6318,5732,12050,47.56846473029046,52.43153526970954,10974,5520,5276,10796,48.869951834012596,51.130048165987404,-2.663164285781694,2.545444705033373
GEORGIA,GA,TALBOT,13263,3522,2114,1392,3506,39.70336565887051,60.29663434112949,3246,2002,1196,3198,37.39837398373984,62.60162601626016,6.163347305240707,-3.6819996888451056
GEORGIA,GA,TALIAFERRO,13265,928,561,360,921,39.08794788273616,60.91205211726384,897,545,349,894,39.038031319910516,60.961968680089484,0.1278664961780196,-0.08188148103875914
GEORGIA,GA,TATTNALL,13267,8183,2061,6053,8114,74.59945772738477,25.400542272615233,6903,1681,5096,6777,75.19551423933893,24.80448576066106,-0.7926756243158084,2.4030190252905648
GEORGIA,GA,TAYLOR,13269,3839,1387,2418,3805,63.54796320630749,36.45203679369251,3408,1296,2064,3360,61.42857142857143,38.57142857142857,3.450172661430795,-5.494719423760164
GEORGIA,GA,TELFAIR,13271,4333,1487,2825,4312,65.51484230055658,34.48515769944341,3796,1313,2450,3763,65.10762689343609,34.89237310656391,0.6254496232630302,-1.1670613686172282
GEORGIA,GA,TERRELL,13273,4416,2376,2004,4380,45.75342465753425,54.24657534246575,4189,2267,1874,4141,45.25476937937696,54.74523062062304,1.1018844753731827,-0.9108652434271391
GEORGIA,GA,THOMAS,13275,21853,8708,12954,21662,59.800572430985135,40.199427569014865,18802,7142,11228,18370,61.1213935764834,38.8786064235166,-2.160980089312714,3.397295497452135
GEORGIA,GA,TIFT,13277,16283,5322,10784,16106,66.95641375884763,33.04358624115237,14219,4347,9584,13931,68.79620989160864,31.203790108391356,-2.6742696082526773,5.896066235448272
GEORGIA,GA,TOOMBS,13279,10914,2939,7872,10811,72.81472574229952,27.185274257700492,9138,2338,6615,8953,73.88584831899922,26.11415168100078,-1.4496992334380177,4.101693938918949
GEORGIA,GA,TOWNS,13281,7979,1550,6384,7934,80.46382656919586,19.536173430804133,6764,1210,5383,6593,81.64720157743061,18.352798422569393,-1.4493760782633647,6.447926801067472
GEORGIA,GA,TREUTLEN,13283,3077,952,2101,3053,68.8175565018015,31.182443498198495,2703,862,1809,2671,67.72744290527892,32.27255709472108,1.6095596552304192,-3.3778345896888884
GEORGIA,GA,TROUP,13285,30049,11578,18143,29721,61.044379395040544,38.955620604959456,26111,9713,15750,25463,61.854455484428385,38.145544515571615,-1.3096487278782654,2.123645368483751
GEORGIA,GA,TURNER,13287,3792,1410,2349,3759,62.49002394253791,37.50997605746209,3398,1246,2095,3341,62.70577671355881,37.29422328644119,-0.34407160285481186,0.5785152552013173
GEORGIA,GA,TWIGGS,13289,4444,2044,2370,4414,53.6927956502039,46.3072043497961,4059,1971,2035,4006,50.798801797304044,49.201198202695956,5.6969726657085,-5.8819580795113175
GEORGIA,GA,UNION,13291,15560,2801,12651,15452,81.8728967123997,18.12710328760031,12063,1963,9852,11815,83.38552687261955,16.61447312738045,-1.814020030754937,9.10429207488419
GEORGIA,GA,UPSON,13293,12905,4201,8608,12809,67.20274806776486,32.79725193223515,10934,3475,7292,10767,67.72545741617907,32.27454258382093,-0.7718063020263011,1.6195716703240048
GEORGIA,GA,WALKER,13295,29354,5769,23174,28943,80.06771931036866,19.932280689631344,23956,4215,18950,23165,81.8044463630477,18.195553636952297,-2.123022806084962,9.544788179195752
GEORGIA,GA,WALTON,13297,51095,12682,37842,50524,74.89905787348587,25.10094212651413,40698,8292,31125,39417,78.96339143009361,21.036608569906385,-5.147111190387377,19.32028892918567
GEORGIA,GA,WARE,13299,14192,4211,9865,14076,70.08383063370276,29.916169366297243,12184,3440,8513,11953,71.22061407178114,28.779385928218858,-1.5961438312405596,3.949991987020618
GEORGIA,GA,WARREN,13301,2651,1469,1166,2635,44.25047438330171,55.74952561669829,2334,1314,991,2305,42.99349240780911,57.00650759219089,2.923656360757265,-2.2049797971921192
GEORGIA,GA,WASHINGTON,13303,9459,4730,4663,9393,49.64335143191739,50.35664856808261,8461,4200,4149,8349,49.694574200503055,50.305425799496945,-0.10307517351693107,0.1018235464099293
GEORGIA,GA,WAYNE,13305,12778,2687,9987,12674,78.79911630108884,21.200883698911156,10413,2041,8153,10194,79.97841867765352,20.021581322346478,-1.4745257483994023,5.890156015041814
GEORGIA,GA,WEBSTER,13307,1390,639,748,1387,53.92934390771449,46.07065609228551,1116,473,630,1103,57.116953762466004,42.883046237533996,-5.580847094906227,7.433263572496651
GEORGIA,GA,WHEELER,13309,2285,689,1583,2272,69.67429577464789,30.325704225352112,2102,646,1421,2067,68.74697629414611,31.253023705853895,1.3488876609410116,-2.9671352417913077
GEORGIA,GA,WHITE,13311,14816,2411,12222,14633,83.52354267750974,16.476457322490262,11823,1674,9761,11435,85.36073458679493,14.639265413205072,-2.152268157225301,12.549754768623744
GEORGIA,GA,WHITFIELD,13313,36746,10670,25636,36306,70.61091830551425,29.38908169448576,30658,7937,21537,29474,73.0711813801995,26.928818619800502,-3.366940328888579,9.136171584134223
GEORGIA,GA,WILCOX,13315,3281,862,2403,3265,73.59877488514549,26.40122511485452,2976,852,2096,2948,71.09905020352781,28.900949796472183,3.515834141893559,-8.64928211432966
GEORGIA,GA,WILKES,13317,5029,2160,2823,4983,56.65261890427453,43.34738109572547,4486,1848,2572,4420,58.19004524886878,41.80995475113122,-2.642077932778597,3.6771777289537733
GEORGIA,GA,WILKINSON,13319,4770,2075,2664,4739,56.214391221776744,43.785608778223256,4287,1894,2333,4227,55.19280813815945,44.80719186184055,1.8509351454994771,-2.279953376161725
GEORGIA,GA,WORTH,13321,9285,2395,6830,9225,74.03794037940379,25.962059620596207,8295,2020,6152,8172,75.2814488497308,24.718551150269214,-1.6518126169558278,5.030668920550596
HAWAII,HI,HAWAII,15001,87814,58731,26897,85628,31.411454197225208,68.58854580277479,64867,41259,17501,58760,29.783866575901975,70.21613342409803,5.464661940972126,-2.3179681676471553
HAWAII,HI,HONOLULU,15003,382102,238866,136250,375116,36.32209769777882,63.67790230222118,285790,175696,90326,266022,33.95433460390494,66.04566539609506,6.973375038842833,-3.585039350688224
HAWAII,HI,KAUAI,15007,33497,21225,11582,32807,35.303441338738686,64.69655866126132,26335,16456,7574,24030,31.51893466500208,68.48106533499792,12.007089433574158,-5.526354847465398
HAWAII,HI,MAUI,15009,71044,47305,22126,69431,31.8676095692126,68.1323904307874,51945,33480,13446,46926,28.6536248561565,71.3463751438435,11.2166775728745,-4.504762444589927
IDAHO,ID,ADA,16001,259389,120539,130699,251238,52.021987119782835,47.978012880217165,195669,75677,93752,169429,55.3340927468143,44.6659072531857,-5.985650911791895,7.415287924763314
IDAHO,ID,ADAMS,16003,2586,591,1941,2532,76.65876777251185,23.341232227488153,2183,415,1556,1971,78.94469812278031,21.055301877219687,-2.8956097174673068,10.85679209729915
IDAHO,ID,BANNOCK,16005,39553,14682,23331,38013,61.37637124141741,38.62362875858259,33416,10342,17180,27522,62.42278904149408,37.57721095850592,-1.6763393884580924,2.7847138555124884
IDAHO,ID,BEAR LAKE,16007,3315,350,2914,3264,89.27696078431373,10.723039215686274,2928,255,2203,2458,89.62571196094386,10.374288039056143,-0.3891195606703812,3.3616878123798433
IDAHO,ID,BENEWAH,16009,4973,977,3878,4855,79.87641606591143,20.12358393408857,4185,770,3103,3873,80.11877097856959,19.881229021430414,-0.3024945461569617,1.2190137360065245
IDAHO,ID,BINGHAM,16011,19996,4124,15295,19419,78.76306709923271,21.23693290076729,16625,2924,10907,13831,78.85908466488323,21.140915335116766,-0.12175840749172329,0.4541788476444486
IDAHO,ID,BLAINE,16013,13289,8919,4032,12951,31.13273106323836,68.86726893676165,10724,6416,3340,9756,34.23534235342353,65.76465764657647,-9.06259752905585,4.717748713691794
IDAHO,ID,BOISE,16015,4820,1204,3485,4689,74.3228833439966,25.677116656003413,3814,777,2673,3450,77.47826086956522,22.52173913043478,-4.072597255223254,14.0103635305171
IDAHO,ID,BONNER,16017,27335,8310,18369,26679,68.85190599347801,31.148094006521983,20943,5819,13343,19162,69.63260619977038,30.36739380022962,-1.1211704528947264,2.5708502067321337
IDAHO,ID,BONNEVILLE,16019,53995,14254,37805,52059,72.61952784340843,27.38047215659156,44221,8930,26699,35629,74.93614752027842,25.063852479721575,-3.091458199453201,9.242871496886963
IDAHO,ID,BOUNDARY,16021,6313,1220,4937,6157,80.18515510800715,19.814844891992852,5163,933,3789,4722,80.24142312579416,19.758576874205843,-0.07012340458966149,0.2847776848770245
IDAHO,ID,BUTTE,16023,1415,188,1202,1390,86.4748201438849,13.525179856115107,1230,160,914,1074,85.1024208566108,14.8975791433892,1.6126442390945073,-9.212230215827343
IDAHO,ID,CAMAS,16025,754,149,507,656,77.28658536585365,22.713414634146343,590,110,410,520,78.84615384615384,21.153846153846153,-1.9779892920880449,7.372505543237251
IDAHO,ID,CANYON,16027,90410,25881,61759,87640,70.46896394340484,29.531036056595163,72785,16883,47222,64105,73.66352078621013,26.336479213789875,-4.336687696582797,12.129779447256595
IDAHO,ID,CARIBOU,16029,3416,431,2906,3337,87.08420737189093,12.91579262810908,3035,271,2275,2546,89.35585231736057,10.644147682639435,-2.542245288424494,21.341727052272
IDAHO,ID,CASSIA,16031,9629,1464,7907,9371,84.37733432931384,15.622665670686159,8178,1036,5949,6985,85.1682176091625,14.831782390837509,-0.9286131635136807,5.33235493218418
IDAHO,ID,CLARK,16033,311,41,264,305,86.55737704918033,13.442622950819672,283,44,203,247,82.18623481781377,17.813765182186234,5.318581926835186,-24.53800298062593
IDAHO,ID,CLEARWATER,16035,4419,877,3453,4330,79.7459584295612,20.254041570438797,3801,704,2852,3556,80.20247469066366,19.797525309336333,-0.5692047070408046,2.3059258870459676
IDAHO,ID,CUSTER,16037,2739,603,2089,2692,77.6002971768202,22.39970282317979,2414,427,1777,2204,80.62613430127041,19.37386569872958,-3.7529234790592336,15.618138225499445
IDAHO,ID,ELMORE,16039,10205,2601,7246,9847,73.585863714837,26.414136285162993,8522,1814,5816,7630,76.2254259501966,23.77457404980341,-3.462836976580752,11.102458575409946
IDAHO,ID,FRANKLIN,16041,6664,657,5845,6502,89.89541679483236,10.104583205167641,5499,385,3901,4286,91.01726551563229,8.98273448436771,-1.2325669360032099,12.48894446064548
IDAHO,ID,FREMONT,16043,6719,998,5548,6546,84.75404827375496,15.245951726245035,5715,651,4090,4741,86.26871967939253,13.731280320607468,-1.7557596904957729,11.030809729842872
IDAHO,ID,GEM,16045,9958,1803,7951,9754,81.51527578429362,18.484724215706375,7954,1229,5980,7209,82.9518657234013,17.048134276598695,-1.731835597161746,8.426669545180854
IDAHO,ID,GOODING,16047,6050,1256,4659,5915,78.7658495350803,21.234150464919697,5191,930,3743,4673,80.09843783436764,19.901562165632356,-1.6636882507533368,6.695897981257781
IDAHO,ID,IDAHO,16049,9602,1561,7826,9387,83.37061894108874,16.62938105891126,8233,1196,6441,7637,84.33940028807123,15.660599711928768,-1.1486699498378106,6.186106310121486
IDAHO,ID,JEFFERSON,16051,14173,1661,12099,13760,87.92877906976744,12.071220930232558,11475,976,8436,9412,89.6302592435189,10.369740756481088,-1.8983323133414887,16.408126429660697
IDAHO,ID,JEROME,16053,7812,1893,5734,7627,75.18028058214239,24.819719417857613,6751,1329,4644,5973,77.7498744349573,22.25012556504269,-3.304949199583007,11.548671243689634
IDAHO,ID,KOOTENAI,16055,89467,24312,62837,87149,72.10295011990958,27.89704988009042,66310,16264,44449,60713,73.2116680117932,26.78833198820681,-1.5144005347686118,4.138808987329656
IDAHO,ID,LATAH,16057,20570,10236,9472,19708,48.061700832149384,51.938299167850616,18173,8093,7265,15358,47.304336502148715,52.695663497851285,1.6010463014659804,-1.4372422315767075
IDAHO,ID,LEMHI,16059,4738,1032,3592,4624,77.68166089965398,22.31833910034602,4096,733,3011,3744,80.42200854700855,19.57799145299145,-3.4074598444687854,13.997082662613236
IDAHO,ID,LEWIS,16061,1870,349,1489,1838,81.01196953210011,18.98803046789989,1590,270,1202,1472,81.65760869565217,18.342391304347824,-0.7906662635180028,3.519929069439409
IDAHO,ID,LINCOLN,16063,1940,414,1469,1883,78.0138077535847,21.986192246415296,1748,360,1184,1544,76.6839378238342,23.316062176165804,1.7342222732557255,-5.703664365374406
IDAHO,ID,MADISON,16065,17112,2666,13559,16225,83.56856702619415,16.431432973805855,15688,1201,8941,10142,88.15815421021495,11.841845789785053,-5.206083572345255,38.75736321427059
IDAHO,ID,MINIDOKA,16067,7993,1550,6265,7815,80.16634676903391,19.833653230966092,6871,1167,4887,6054,80.72348860257681,19.276511397423192,-0.6901855249168642,2.8902627765798883
IDAHO,ID,NEZ PERCE,16069,20967,6686,13738,20424,67.26400313356835,32.73599686643165,17201,4828,10699,15527,68.90577703355446,31.094222966445546,-2.382636073005351,5.279996550348831
IDAHO,ID,ONEIDA,16071,2451,249,2148,2397,89.61201501877346,10.387984981226532,2068,184,1531,1715,89.27113702623906,10.728862973760933,0.38184569379262623,-3.177205202154876
IDAHO,ID,OWYHEE,16073,4742,816,3819,4635,82.3948220064725,17.60517799352751,3925,591,3052,3643,83.77710678012627,16.22289321987373,-1.6499552524314232,8.520581100542678
IDAHO,ID,PAYETTE,16075,11293,2161,8862,11023,80.39553660527987,19.60446339472013,8704,1507,6489,7996,81.15307653826913,18.846923461730867,-0.9334703812886591,4.019435503770508
IDAHO,ID,POWER,16077,3074,865,2116,2981,70.98289164709828,29.01710835290171,2758,699,1666,2365,70.44397463002115,29.556025369978858,0.7650292589360452,-1.8233744569205346
IDAHO,ID,SHOSHONE,16079,6049,1693,4216,5909,71.34878998138433,28.65121001861567,5120,1384,3297,4681,70.43366801965392,29.56633198034608,1.2992677897664562,-3.0951487737428063
IDAHO,ID,TETON,16081,6347,3318,2858,6176,46.27590673575129,53.72409326424871,4976,2159,2167,4326,50.09246417013407,49.90753582986593,-7.619025132044255,7.647256813867487
IDAHO,ID,TWIN FALLS,16083,36501,9391,25897,35288,73.38755384266607,26.612446157333938,29874,6233,19828,26061,76.08303595410767,23.91696404589233,-3.5428161845006856,11.27016834690835
IDAHO,ID,VALLEY,16085,7063,2976,3947,6923,57.01285569839665,42.98714430160335,5349,1913,2906,4819,60.302967420626686,39.697032579373314,-5.455969851832954,8.28805456844044
IDAHO,ID,WASHINGTON,16087,5344,1073,4154,5227,79.47197245073656,20.528027549263438,4455,776,3283,4059,80.8819906380882,19.118009361911803,-1.7433030223759638,7.375339977397277
ILLINOIS,IL,ADAMS,17001,33527,8633,24220,32853,73.72233890360089,26.27766109639911,31951,7676,22790,30466,74.80470032167005,25.195299678329942,-1.446916321320546,4.295886264056192
ILLINOIS,IL,ALEXANDER,17003,2618,1114,1486,2600,57.15384615384615,42.84615384615385,2846,1262,1496,2758,54.2422044960116,45.7577955039884,5.367852735499801,-6.363159819578201
ILLINOIS,IL,BOND,17005,8145,2288,5625,7913,71.08555541513964,28.914444584860355,7530,2068,4888,6956,70.27027027027027,29.72972972972973,1.1602134753910143,-2.74232276001517
ILLINOIS,IL,BOONE,17007,24979,10542,13883,24425,56.83930399181167,43.16069600818833,23001,8986,12282,21268,57.748730487116795,42.251269512883205,-1.5747991126974004,2.152424071015968
ILLINOIS,IL,BROWN,17009,2521,486,1931,2417,79.89242863053371,20.10757136946628,2379,476,1796,2272,79.04929577464789,20.950704225352112,1.066591229717484,-4.024365228093707
ILLINOIS,IL,BUREAU,17011,17434,6669,10411,17080,60.95433255269321,39.04566744730679,16571,6029,9281,15310,60.62050947093403,39.37949052906597,0.5506768001005247,-0.8477079750759731
ILLINOIS,IL,CALHOUN,17013,2772,677,2046,2723,75.13771575468233,24.862284245317664,2571,739,1721,2460,69.95934959349593,30.040650406504064,7.4019644140142615,-17.237862999348508
ILLINOIS,IL,CARROLL,17015,8024,2748,5105,7853,65.00700369285623,34.99299630714377,7445,2447,4434,6881,64.4383083854091,35.561691614590906,0.8825422666990823,-1.5991795711253531
ILLINOIS,IL,CASS,17017,5317,1615,3625,5240,69.1793893129771,30.8206106870229,5124,1621,3216,4837,66.4874922472607,33.5125077527393,4.048727023280518,-8.032514563152526
ILLINOIS,IL,CHAMPAIGN,17019,95142,57067,35285,92352,38.20707726957727,61.79292273042273,91628,50137,33368,83505,39.959283875217054,60.040716124782946,-4.384979998919625,2.9183639348973944
ILLINOIS,IL,CHRISTIAN,17021,16204,4335,11563,15898,72.73241917222292,27.267580827777078,15459,3992,10543,14535,72.53525971792226,27.464740282077745,0.2718118816522841,-0.7178638948547644
ILLINOIS,IL,CLARK,17023,8356,1993,6226,8219,75.75130794500548,24.248692054994525,7928,1877,5622,7499,74.96999599946659,25.030004000533406,1.0421661827812345,-3.121501480871647
ILLINOIS,IL,CLAY,17025,6886,1129,5629,6758,83.2938739271974,16.706126072802604,6350,1020,5021,6041,83.11537824863433,16.884621751365668,0.21475650153346404,-1.0571494060779063
ILLINOIS,IL,CLINTON,17027,19170,4493,14304,18797,76.09724956110017,23.902750438899826,17419,3945,12412,16357,75.8818854313138,24.118114568686188,0.28381494287106346,-0.8929559115121721
ILLINOIS,IL,COLES,17029,22606,8067,14037,22104,63.5043431053203,36.4956568946797,21863,7309,13003,20312,64.01634501772351,35.983654982276484,-0.7997987268118067,1.4228735592740627
ILLINOIS,IL,COOK,17031,2321486,1725973,558269,2284242,24.44001117219629,75.5599888278037,2158615,1611946,453287,2065233,21.948467800001257,78.05153219999875,11.351787263231605,-3.1921774012209303
ILLINOIS,IL,CRAWFORD,17033,9425,2202,7043,9245,76.18171984856679,23.818280151433207,8728,1992,6277,8269,75.91002539605756,24.089974603942437,0.35791642947247126,-1.127832042067678
ILLINOIS,IL,CUMBERLAND,17035,5832,1142,4601,5743,80.11492251436532,19.885077485634685,5567,1031,4206,5237,80.3131563872446,19.686843612755393,-0.24682615127646912,1.0069357829959769
ILLINOIS,IL,DE WITT,17039,8024,2191,5632,7823,71.99284162086157,28.00715837913844,7543,1910,5077,6987,72.6635179619293,27.336482038070702,-0.9229890870672164,2.45341130630381
ILLINOIS,IL,DEKALB,17037,47825,24643,21905,46548,47.05894990117728,52.94105009882272,43600,20466,19091,39557,48.2620016684784,51.7379983315216,-2.4927514933282935,2.3252769842240895
ILLINOIS,IL,DOUGLAS,17041,8738,2335,6227,8562,72.72833450128475,27.271665498715254,8169,1949,5698,7647,74.51288086831437,25.487119131685628,-2.3949501700027187,7.0017578597616925
ILLINOIS,IL,DUPAGE,17043,485104,281222,193611,474833,40.77454599827729,59.22545400172271,428769,228622,166415,395037,42.126433726461066,57.873566273538934,-3.209119805777927,2.3359329919191207
ILLINOIS,IL,EDGAR,17045,8196,1887,6193,8080,76.64603960396039,23.353960396039604,7873,1793,5645,7438,75.8940575423501,24.105942457649906,0.990831279762161,-3.1194883292010256
ILLINOIS,IL,EDWARDS,17047,3366,488,2833,3321,85.30563083408612,14.694369165913882,3347,434,2778,3212,86.4881693648817,13.511830635118306,-1.3672835712438491,8.751875025150667
ILLINOIS,IL,EFFINGHAM,17049,19049,3716,15006,18722,80.15169319517146,19.848306804828542,17609,3083,13635,16718,81.55879889938988,18.441201100610122,-1.7252653584982514,7.6302280775619735
ILLINOIS,IL,FAYETTE,17051,10056,1826,8055,9881,81.52008905981177,18.47991094018824,9585,1819,7372,9191,80.20890001088021,19.79109998911979,1.6347176544668773,-6.6251448866024525
ILLINOIS,IL,FORD,17053,6953,1754,5048,6802,74.21346662746251,25.786533372537487,6396,1414,4480,5894,76.00950118764845,23.990498812351543,-2.362907968244632,7.486441087507756
ILLINOIS,IL,FRANKLIN,17055,18626,4760,13622,18382,74.1051028179741,25.894897182025893,18711,4727,13116,17843,73.50781819200807,26.49218180799193,0.8125457137169612,-2.254569405777873
ILLINOIS,IL,FULTON,17057,16678,6503,9867,16370,60.274893097128896,39.725106902871104,15797,6133,8492,14625,58.064957264957265,41.935042735042735,3.805971684586673,-5.269902420595162
ILLINOIS,IL,GALLATIN,17059,2674,622,2019,2641,76.44831503218478,23.55168496781522,2707,657,1942,2599,74.72104655636784,25.278953443632165,2.3116224349372994,-6.832832220164753
ILLINOIS,IL,GREENE,17061,6227,1349,4770,6119,77.95391403824155,22.046085961758457,5585,1205,4145,5350,77.4766355140187,22.523364485981308,0.6160289757761728,-2.1190374311968907
ILLINOIS,IL,GRUNDY,17063,26691,9626,16523,26149,63.187884813950824,36.812115186049176,23237,8065,13454,21519,62.5214926344161,37.4785073655839,1.065860956697473,-1.7780648867213533
ILLINOIS,IL,HAMILTON,17065,4315,824,3432,4256,80.6390977443609,19.360902255639097,4166,802,3206,4008,79.99001996007983,20.00998003992016,0.8114484589514914,-3.243770273564206
ILLINOIS,IL,HANCOCK,17067,9383,2315,6906,9221,74.894263095109,25.10573690489101,9121,2139,6430,8569,75.03792741276695,24.96207258723305,-0.19145560466733436,0.5755304058022714
ILLINOIS,IL,HARDIN,17069,2162,449,1691,2140,79.01869158878505,20.981308411214954,2148,420,1653,2073,79.73950795947901,20.260492040520983,-0.9039639058975202,3.5577436582109545
ILLINOIS,IL,HENDERSON,17071,3647,1187,2394,3581,66.85283440379783,33.14716559620218,3518,1155,2155,3310,65.10574018126889,34.894259818731115,2.6834718684783265,-5.006824135559118
ILLINOIS,IL,HENRY,17073,25635,9797,15300,25097,60.963461768338846,39.036538231661154,24643,8871,13985,22856,61.18743437171859,38.81256562828141,-0.36604346248462205,0.577062092531544
ILLINOIS,IL,IROQUOIS,17075,14025,2908,10877,13785,78.90460645629307,21.095393543706926,13064,2504,9750,12254,79.56585604700506,20.43414395299494,-0.8310720497009982,3.2360033884124118
ILLINOIS,IL,JACKSON,17077,22643,11181,10890,22071,49.34076389832812,50.65923610167188,24617,11634,10843,22477,48.24042354406727,51.75957645593273,2.2809508570249104,-2.1258681573595672
ILLINOIS,IL,JASPER,17079,5576,1007,4494,5501,81.69423741137975,18.30576258862025,5136,924,3975,4899,81.13900796080833,18.86099203919167,0.6842941077608522,-2.943797703841333
ILLINOIS,IL,JEFFERSON,17081,17404,4608,12476,17084,73.02739405291501,26.972605947084993,16999,4425,11695,16120,72.54962779156328,27.450372208436725,0.6585371640008386,-1.7404727984158042
ILLINOIS,IL,JERSEY,17083,11937,2961,8712,11673,74.6337702390131,25.366229760986894,10991,2679,7748,10427,74.30708736932962,25.692912630670374,0.43963891096923113,-1.2714902135832928
ILLINOIS,IL,JO DAVIESS,17085,12496,5109,7166,12275,58.378818737270876,41.621181262729124,11334,4462,6121,10583,57.838042143059624,42.161957856940376,0.9349842667109476,-1.2826173681169117
ILLINOIS,IL,JOHNSON,17087,6437,1281,5059,6340,79.79495268138801,20.20504731861199,6089,1142,4649,5791,80.27974443101364,19.720255568986357,-0.6038780430376423,2.4583441524361094
ILLINOIS,IL,KANE,17089,231876,130166,96775,226941,42.64324207613433,57.35675792386567,199314,103665,82734,186399,44.38543125231359,55.61456874768641,-3.9251374314143828,3.1326129383170587
ILLINOIS,IL,KANKAKEE,17091,49902,20271,28532,48803,58.463619039813125,41.536380960186875,47305,18971,25129,44100,56.981859410430836,43.018140589569164,2.6004058918285278,-3.4444994810900242
ILLINOIS,IL,KENDALL,17093,63974,33168,29492,62660,47.066709224385576,52.933290775614424,53447,24884,24961,49845,50.07723944227104,49.92276055772896,-6.011773515103602,6.030376093493861
ILLINOIS,IL,KNOX,17095,23143,10703,12009,22712,52.87513208876365,47.12486791123635,22243,10083,10737,20820,51.570605187319885,48.429394812680115,2.5295939357417474,-2.6936675679915867
ILLINOIS,IL,LAKE,17097,334177,204032,123594,327626,37.72411224994353,62.27588775005647,303520,171095,109767,280862,39.08218270894603,60.91781729105397,-3.4749094468862207,2.229348521326502
ILLINOIS,IL,LASALLE,17099,53591,22442,30113,52555,57.29806868994387,42.70193131005613,49743,19543,26689,46232,57.72841322028032,42.27158677971968,-0.7454639861559031,1.0180467853714958
ILLINOIS,IL,LAWRENCE,17101,6411,1419,4886,6305,77.49405233941316,22.505947660586838,6094,1290,4521,5811,77.80072276716572,22.19927723283428,-0.3941742657974201,1.3814432989690761
ILLINOIS,IL,LEE,17103,16397,6407,9630,16037,60.048637525721766,39.951362474278234,15489,5528,8612,14140,60.90523338048091,39.09476661951909,-1.4064404768107552,2.191075504032969
ILLINOIS,IL,LIVINGSTON,17105,17174,4615,12208,16823,72.56731855198241,27.432681448017593,15269,4023,10208,14231,71.7307286908861,28.269271309113908,1.1662921545123162,-2.9593612511214618
ILLINOIS,IL,LOGAN,17107,13294,3840,9136,12976,70.40690505548706,29.59309494451295,12401,3313,8181,11494,71.17626587784932,28.823734122150686,-1.0809232724889095,2.6691920592308627
ILLINOIS,IL,MACON,17115,49390,19847,28589,48436,59.02427946155752,40.97572053844248,48060,18343,26866,45209,59.42622044283218,40.57377955716782,-0.6763697544273861,0.9906421971567436
