state,state_po,county_name,fips,totalvotes2020,democrat2020,republican2020,twoparty2020,gop_pct2020,dem_pct2020,totalvotes2016,democrat2016,republican2016,twoparty2016,gop_pct2016,dem_pct2016,pct_change_gop,pct_change_dem
ARKANSAS,AR,CLAY,05021,5183,962,4086,5048,80.94294770206022,19.057052297939777,5200,1199,3781,4980,75.92369477911646,24.076305220883533,6.610917629267377,-20.847272357180913
ARKANSAS,AR,CLEBURNE,05023,12680,1988,10328,12316,83.85839558298149,16.141604417018513,12085,2101,9458,11559,81.82368717017043,18.17631282982957,2.486698513817198,-11.194285837069495
ARKANSAS,AR,CLEVELAND,05025,3600,651,2867,3518,81.49516770892552,18.504832291074475,3354,723,2462,3185,77.29984301412873,22.70015698587127,5.4273392172736745,-18.481478773067483
ARKANSAS,AR,COLUMBIA,05027,8616,2814,5500,8314,66.15347606446957,33.84652393553043,8887,3140,5456,8596,63.47138203815728,36.52861796184272,4.225674532657719,-7.342445939547915
ARKANSAS,AR,CONWAY,05029,8685,2615,5694,8309,68.52810205800938,31.471897941990612,7927,2656,4849,7505,64.61025982678214,35.38974017321785,6.063808196609699,-11.070559467379681
ARKANSAS,AR,CRAIGHEAD,05031,38511,11921,25558,37479,68.19285466527923,31.807145334720776,35573,10538,22892,33430,68.4774154950643,31.522584504935686,-0.41555427833807057,0.9027204915273757
ARKANSAS,AR,CRAWFORD,05033,24091,4959,18607,23566,78.956971908682,21.043028091318,22450,4488,16686,21174,78.80419382261263,21.19580617738736,0.19387050188377497,-0.7207939381534412
ARKANSAS,AR,CRITTENDEN,05035,16367,8514,7333,15847,46.27374266422667,53.72625733577333,15952,8410,6964,15374,45.29725510602316,54.70274489397684,2.155732297504409,-1.7850796337480102
ARKANSAS,AR,CROSS,05037,6942,1772,4946,6718,73.62310211372433,26.376897886275678,6874,1999,4584,6583,69.63390551420325,30.36609448579675,5.72881352850072,-13.13700911187955
ARKANSAS,AR,DALLAS,05039,2649,963,1573,2536,62.026813880126184,37.973186119873816,2771,1165,1509,2674,56.43231114435303,43.56768885564697,9.913651633835263,-12.840944476787486
